Country,Year,Series,Value
Botswana,2010,Life expectancy at birth for males (years),53.64
Botswana,2010,Life expectancy at birth for females (years),58.14
Botswana,2015,Population annual rate of increase (percent),1.301
Botswana,2015,Total fertility rate (children per women),3.0143
Botswana,2015,"Infant mortality for both sexes (per 1,000 live births)",35.467
Botswana,2015,"Maternal mortality ratio (deaths per 100,000 population)",128.9488
Botswana,2015,Life expectancy at birth for both sexes (years),64.406
Botswana,2015,Life expectancy at birth for males (years),61.76
Botswana,2015,Life expectancy at birth for females (years),66.96
Brazil,2005,Population annual rate of increase (percent),1.257
Brazil,2005,Total fertility rate (children per women),2.13
Brazil,2005,"Infant mortality for both sexes (per 1,000 live births)",28.162
Brazil,2005,"Maternal mortality ratio (deaths per 100,000 population)",66.9905
Brazil,2005,Life expectancy at birth for both sexes (years),70.963
Brazil,2005,Life expectancy at birth for males (years),67.24
Brazil,2005,Life expectancy at birth for females (years),74.86
Brazil,2010,Population annual rate of increase (percent),1.004
Brazil,2010,Total fertility rate (children per women),1.86
Brazil,2010,"Infant mortality for both sexes (per 1,000 live births)",20.344
Brazil,2010,"Maternal mortality ratio (deaths per 100,000 population)",64.6101
Brazil,2010,Life expectancy at birth for both sexes (years),72.8
Brazil,2010,Life expectancy at birth for males (years),69.09
Brazil,2010,Life expectancy at birth for females (years),76.63
Brazil,2015,Population annual rate of increase (percent),0.876
Brazil,2015,Total fertility rate (children per women),1.77
Brazil,2015,"Infant mortality for both sexes (per 1,000 live births)",15.793
Brazil,2015,"Maternal mortality ratio (deaths per 100,000 population)",43.6669
Brazil,2015,Life expectancy at birth for both sexes (years),74.342
Brazil,2015,Life expectancy at birth for males (years),70.71
Brazil,2015,Life expectancy at birth for females (years),78.04
British Virgin Islands,2004,Total fertility rate (children per women),1.99
British Virgin Islands,2004,Life expectancy at birth for males (years),69.9
British Virgin Islands,2004,Life expectancy at birth for females (years),78.5
British Virgin Islands,2005,Population annual rate of increase (percent),2.309
British Virgin Islands,2010,Population annual rate of increase (percent),3.225
British Virgin Islands,2015,Population annual rate of increase (percent),2.021
Brunei Darussalam,2005,Population annual rate of increase (percent),1.831
Brunei Darussalam,2005,Total fertility rate (children per women),2.2226
Brunei Darussalam,2005,"Infant mortality for both sexes (per 1,000 live births)",9.705
Brunei Darussalam,2005,"Maternal mortality ratio (deaths per 100,000 population)",30.1507
Brunei Darussalam,2005,Life expectancy at birth for both sexes (years),73.46
Brunei Darussalam,2005,Life expectancy at birth for males (years),72.42
Brunei Darussalam,2005,Life expectancy at birth for females (years),74.61
Brunei Darussalam,2010,Population annual rate of increase (percent),1.249
Brunei Darussalam,2010,Total fertility rate (children per women),1.8844
Brunei Darussalam,2010,"Infant mortality for both sexes (per 1,000 live births)",9.257
Brunei Darussalam,2010,"Maternal mortality ratio (deaths per 100,000 population)",27.4273
Brunei Darussalam,2010,Life expectancy at birth for both sexes (years),74.433
Brunei Darussalam,2010,Life expectancy at birth for males (years),73.43
Brunei Darussalam,2010,Life expectancy at birth for females (years),75.51
Brunei Darussalam,2015,Population annual rate of increase (percent),1.308
Brunei Darussalam,2015,Total fertility rate (children per women),2.0152
Brunei Darussalam,2015,"Infant mortality for both sexes (per 1,000 live births)",8.776
Brunei Darussalam,2015,"Maternal mortality ratio (deaths per 100,000 population)",22.6096
Brunei Darussalam,2015,Life expectancy at birth for both sexes (years),74.997
Brunei Darussalam,2015,Life expectancy at birth for males (years),73.84
Brunei Darussalam,2015,Life expectancy at birth for females (years),76.22
Bulgaria,2005,Population annual rate of increase (percent),-0.793
Bulgaria,2005,Total fertility rate (children per women),1.252
Bulgaria,2005,"Infant mortality for both sexes (per 1,000 live births)",12.753
Bulgaria,2005,"Maternal mortality ratio (deaths per 100,000 population)",15.0735
Bulgaria,2005,Life expectancy at birth for both sexes (years),72.197
Bulgaria,2005,Life expectancy at birth for males (years),68.8
Bulgaria,2005,Life expectancy at birth for females (years),75.75
Bulgaria,2010,Population annual rate of increase (percent),-0.693
Bulgaria,2010,Total fertility rate (children per women),1.519
Bulgaria,2010,"Infant mortality for both sexes (per 1,000 live births)",9.546
Bulgaria,2010,"Maternal mortality ratio (deaths per 100,000 population)",11.0821
Bulgaria,2010,Life expectancy at birth for both sexes (years),73.138
Bulgaria,2010,Life expectancy at birth for males (years),69.67
Bulgaria,2010,Life expectancy at birth for females (years),76.75
Bulgaria,2015,Population annual rate of increase (percent),-0.616
Bulgaria,2015,Total fertility rate (children per women),1.516
Bulgaria,2015,"Infant mortality for both sexes (per 1,000 live births)",8.318
Bulgaria,2015,"Maternal mortality ratio (deaths per 100,000 population)",10.849
Bulgaria,2015,Life expectancy at birth for both sexes (years),74.251
Bulgaria,2015,Life expectancy at birth for males (years),70.83
Bulgaria,2015,Life expectancy at birth for females (years),77.78
Burkina Faso,2005,Population annual rate of increase (percent),2.904
Burkina Faso,2005,Total fertility rate (children per women),6.4306
Burkina Faso,2005,"Infant mortality for both sexes (per 1,000 live births)",89.982
Burkina Faso,2005,"Maternal mortality ratio (deaths per 100,000 population)",467.8911
Burkina Faso,2005,Life expectancy at birth for both sexes (years),51.606
Burkina Faso,2005,Life expectancy at birth for males (years),50.5
Burkina Faso,2005,Life expectancy at birth for females (years),52.56
Burkina Faso,2010,Population annual rate of increase (percent),3.014
Burkina Faso,2010,Total fertility rate (children per women),6.0789
Burkina Faso,2010,"Infant mortality for both sexes (per 1,000 live births)",77.532
Burkina Faso,2010,"Maternal mortality ratio (deaths per 100,000 population)",417.3301
Burkina Faso,2010,Life expectancy at birth for both sexes (years),55.272
Burkina Faso,2010,Life expectancy at birth for males (years),54.57
Burkina Faso,2010,Life expectancy at birth for females (years),55.84
Burkina Faso,2015,Population annual rate of increase (percent),2.978
Burkina Faso,2015,Total fertility rate (children per women),5.6462
Burkina Faso,2015,"Infant mortality for both sexes (per 1,000 live births)",64.736
Burkina Faso,2015,"Maternal mortality ratio (deaths per 100,000 population)",370.6205
Burkina Faso,2015,Life expectancy at birth for both sexes (years),58.707
Burkina Faso,2015,Life expectancy at birth for males (years),58.02
Burkina Faso,2015,Life expectancy at birth for females (years),59.26
Burundi,2005,Population annual rate of increase (percent),2.875
Burundi,2005,Total fertility rate (children per women),6.77
Burundi,2005,"Infant mortality for both sexes (per 1,000 live births)",87.541
Burundi,2005,"Maternal mortality ratio (deaths per 100,000 population)",863.4554
Burundi,2005,Life expectancy at birth for both sexes (years),51.418
Burundi,2005,Life expectancy at birth for males (years),49.93
Burundi,2005,Life expectancy at birth for females (years),52.88
Burundi,2010,Population annual rate of increase (percent),3.276
Burundi,2010,Total fertility rate (children per women),6.39
Burundi,2010,"Infant mortality for both sexes (per 1,000 live births)",69.991
Burundi,2010,"Maternal mortality ratio (deaths per 100,000 population)",808.2126
Burundi,2010,Life expectancy at birth for both sexes (years),55.267
Burundi,2010,Life expectancy at birth for males (years),53.56
Burundi,2010,Life expectancy at birth for females (years),56.95
Burundi,2015,Population annual rate of increase (percent),3.159
Burundi,2015,Total fertility rate (children per women),5.95
Burundi,2015,"Infant mortality for both sexes (per 1,000 live births)",52.334
Burundi,2015,"Maternal mortality ratio (deaths per 100,000 population)",711.5974
Burundi,2015,Life expectancy at birth for both sexes (years),58.917
Burundi,2015,Life expectancy at birth for males (years),57.13
Burundi,2015,Life expectancy at birth for females (years),60.68
Cabo Verde,2005,Population annual rate of increase (percent),1.565
Cabo Verde,2005,Total fertility rate (children per women),3.2303
Cabo Verde,2005,"Infant mortality for both sexes (per 1,000 live births)",24.457
Cabo Verde,2005,"Maternal mortality ratio (deaths per 100,000 population)",54.0971
Cabo Verde,2005,Life expectancy at birth for both sexes (years),69.917
Cabo Verde,2005,Life expectancy at birth for males (years),66.15
Cabo Verde,2005,Life expectancy at birth for females (years),73.26
Cabo Verde,2010,Population annual rate of increase (percent),1.24
Cabo Verde,2010,Total fertility rate (children per women),2.7138
Cabo Verde,2010,"Infant mortality for both sexes (per 1,000 live births)",22.921
Cabo Verde,2010,"Maternal mortality ratio (deaths per 100,000 population)",51.274
Cabo Verde,2010,Life expectancy at birth for both sexes (years),70.646
Cabo Verde,2010,Life expectancy at birth for males (years),66.73
Cabo Verde,2010,Life expectancy at birth for females (years),74.21
Cabo Verde,2015,Population annual rate of increase (percent),1.262
Cabo Verde,2015,Total fertility rate (children per women),2.497
Cabo Verde,2015,"Infant mortality for both sexes (per 1,000 live births)",20.577
Cabo Verde,2015,"Maternal mortality ratio (deaths per 100,000 population)",42.3483
Cabo Verde,2015,Life expectancy at birth for both sexes (years),71.531
Cabo Verde,2015,Life expectancy at birth for males (years),67.91
Cabo Verde,2015,Life expectancy at birth for females (years),74.95
Cambodia,2005,Population annual rate of increase (percent),1.76
Cambodia,2005,Total fertility rate (children per women),3.44
Cambodia,2005,"Infant mortality for both sexes (per 1,000 live births)",65.798
Cambodia,2005,"Maternal mortality ratio (deaths per 100,000 population)",314.7107
Cambodia,2005,Life expectancy at birth for both sexes (years),60.781
Cambodia,2005,Life expectancy at birth for males (years),58.51
Cambodia,2005,Life expectancy at birth for females (years),62.96
Cambodia,2010,Population annual rate of increase (percent),1.507
Cambodia,2010,Total fertility rate (children per women),3.0813
Cambodia,2010,"Infant mortality for both sexes (per 1,000 live births)",44.808
Cambodia,2010,"Maternal mortality ratio (deaths per 100,000 population)",201.6084
Cambodia,2010,Life expectancy at birth for both sexes (years),65.117
Cambodia,2010,Life expectancy at birth for males (years),62.73
Cambodia,2010,Life expectancy at birth for females (years),67.35
Cambodia,2015,Population annual rate of increase (percent),1.622
Cambodia,2015,Total fertility rate (children per women),2.7
Cambodia,2015,"Infant mortality for both sexes (per 1,000 live births)",29.974
Cambodia,2015,"Maternal mortality ratio (deaths per 100,000 population)",160.538
Cambodia,2015,Life expectancy at birth for both sexes (years),67.612
Cambodia,2015,Life expectancy at birth for males (years),65.5
Cambodia,2015,Life expectancy at birth for females (years),69.55
Cameroon,2005,Population annual rate of increase (percent),2.674
Cameroon,2005,Total fertility rate (children per women),5.45
